,gene_weight,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon,regulator,iModulon,Locustag
23,0.0431609890837852,USA300HOU_RS00250,NC_010079.1,USA300HOU_0051,60105,60296,+,hypothetical protein,No COG annotation,A0A0H2XHL8,Op35,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00250
24,0.0825506584359935,USA300HOU_RS00255,NC_010079.1,USA300HOU_0052,60388,60717,+,hypothetical protein,No COG annotation,A0A0H2XG32,Op36,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00255
25,0.1211259025531149,USA300HOU_RS00260,NC_010079.1,USA300HOU_0053,60794,61153,-,hypothetical protein,No COG annotation,A0A169SZC0,Op37,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00260
26,0.065659184293085,USA300HOU_RS00265,NC_010079.1,USA300HOU_0055,61724,62533,-,IS3 family transposase,"Replication, recombination and repair",A0A3G1RML2,Op39,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00265
27,0.16903226898166,USA300HOU_RS00270,NC_010079.1,USA300HOU_0057,63046,63543,-,GNAT family N-acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0H2VEE1,Op40,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00270
28,0.0950779571345552,USA300HOU_RS00275,NC_010079.1,USA300HOU_0059,64041,65168,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A169SZM3,Op41,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00275
29,0.0519137432791212,USA300HOU_RS00285,NC_010079.1,USA300HOU_0061,65661,66164,-,DUF1643 domain-containing protein,Defense mechanisms,A0A0H2XIG0,Op42,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00285
30,0.0491720818137491,USA300HOU_RS00290,NC_010079.1,USA300HOU_0062,66180,66491,-,hypothetical protein,"Replication, recombination and repair",A0A0H2XH80,Op42,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00290
31,0.0803537168904786,USA300HOU_RS14935,NC_010079.1,,67535,67749,-,M15 family metallopeptidase,Cell wall/membrane/envelope biogenesis,,Op44,,SCCMec/ACME,USA300HOU_RS14935
32,0.0723449087290072,USA300HOU_RS00300,NC_010079.1,,67736,68736,+,IS3 family transposase,"Replication, recombination and repair",,Op45,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00300
33,0.1494370971232204,arcC,NC_010079.1,USA300HOU_0066,68836,69765,-,carbamate kinase,Amino acid transport and metabolism,Q2FKJ8,Op46,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00305
34,0.1406023007229552,argF,NC_010079.1,USA300HOU_0067,69785,70783,-,ornithine carbamoyltransferase,Amino acid transport and metabolism,A0A0H2XIR5,Op46,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00310
35,0.0632112454360586,USA300HOU_RS00315,NC_010079.1,USA300HOU_0068,70821,71510,-,Crp/Fnr family transcriptional regulator,Signal transduction mechanisms,A0A0H2XFE2,Op46,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00315
36,0.1144720747511826,arcD,NC_010079.1,USA300HOU_0069,71552,72973,-,arginine-ornithine antiporter,Amino acid transport and metabolism,A0A0H2VEL5,Op47,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00320
37,0.1607808184197572,arcA,NC_010079.1,USA300HOU_0070,73059,74294,-,arginine deiminase,Amino acid transport and metabolism,A0A0H2XGY3,Op48,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00325
38,0.0648462840940199,USA300HOU_RS00330,NC_010079.1,USA300HOU_0071,74563,75009,-,ArgR family transcriptional regulator,Transcription,A0A0H2XKJ2,Op49,Genomic Island 1,SCCMec/ACME,USA300HOU_RS00330
39,0.1630764787083143,USA300HOU_RS00335,NC_010079.1,USA300HOU_0072,75511,75942,+,universal stress protein,Signal transduction mechanisms,A0A0H2VE45,Op50,,SCCMec/ACME,USA300HOU_RS00335
40,0.0958476565892746,USA300HOU_RS14940,NC_010079.1,USA300HOU_0073,76019,76171,-,hypothetical protein,Inorganic ion transport and metabolism,A0A3A0RYE3,Op51,,SCCMec/ACME,USA300HOU_RS14940
41,0.0664197796754638,USA300HOU_RS14945,NC_010079.1,,76215,76888,+,IS6 family transposase,"Replication, recombination and repair",,Op52,,SCCMec/ACME,USA300HOU_RS14945
42,0.193125688257069,USA300HOU_RS00350,NC_010079.1,USA300HOU_0075,77076,77891,+,alpha/beta hydrolase,Lipid transport and metabolism,A0A0H2XHZ1,Op53,,SCCMec/ACME,USA300HOU_RS00350
43,0.1453037824789678,USA300HOU_RS00355,NC_010079.1,USA300HOU_0076,78213,79391,+,IS110 family transposase,"Replication, recombination and repair",UPI000CF61B05,Op54,,SCCMec/ACME,USA300HOU_RS00355
44,0.1642362187805148,USA300HOU_RS00360,NC_010079.1,USA300HOU_0077,79651,80343,+,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A3G1RMQ0,Op55,,SCCMec/ACME,USA300HOU_RS00360
45,0.1558288605171426,USA300HOU_RS00365,NC_010079.1,USA300HOU_0078,80340,81893,+,nickel ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A0H2XIR7,Op55,,SCCMec/ACME,USA300HOU_RS00365
46,0.1503568349472044,USA300HOU_RS00370,NC_010079.1,USA300HOU_0079,81896,82852,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2XGH1,Op55,,SCCMec/ACME,USA300HOU_RS00370
47,0.1537665195810608,USA300HOU_RS00375,NC_010079.1,USA300HOU_0080,82852,83619,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0H2XGJ4,Op55,,SCCMec/ACME,USA300HOU_RS00375
48,0.1431576303155107,USA300HOU_RS00380,NC_010079.1,USA300HOU_0081,83586,84353,+,ABC transporter ATP-binding protein,Amino acid transport and metabolism,A0A0H2XE30,Op55,,SCCMec/ACME,USA300HOU_RS00380
49,0.1326411684603654,USA300HOU_RS00385,NC_010079.1,USA300HOU_0082,84346,84981,+,ATP-binding cassette domain-containing protein,Amino acid transport and metabolism,A0A0H2XIH8,Op55,,SCCMec/ACME,USA300HOU_RS00385
50,0.1758858057979402,USA300HOU_RS00390,NC_010079.1,USA300HOU_0084,86001,88064,+,copper-translocating P-type ATPase,Inorganic ion transport and metabolism,A0A6K1YU31,Op56,,SCCMec/ACME,USA300HOU_RS00390
51,0.1776470806442342,USA300HOU_RS00395,NC_010079.1,USA300HOU_0085,88082,88627,+,DUF1541 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A0H2XFS1,Op56,,SCCMec/ACME,USA300HOU_RS00395
52,-0.045343944679422,USA300HOU_RS00465,NC_010079.1,USA300HOU_0098,98910,99206,+,TfoX/Sxy family protein,Transcription,A0A0H2XHZ2,Op67,,SCCMec/ACME,USA300HOU_RS00465
53,0.0313755546045597,USA300HOU_RS01715,NC_010079.1,USA300HOU_0343,376819,376911,+,hypothetical protein,No COG annotation,A0A0H2X132,Op217,WalR,SCCMec/ACME,USA300HOU_RS01715
54,-0.0371858986525409,USA300HOU_RS11350,NC_010079.1,,2220481,2220573,-,hypothetical protein,No COG annotation,A0A2C9TTM1,Op1355,,SCCMec/ACME,USA300HOU_RS11350
55,0.0424749052135193,USA300HOU_RS12430,NC_010079.1,USA300HOU_2278,2412015,2412758,-,transcriptional regulator,Transcription,A0A0E7R3Y1,Op1470,,SCCMec/ACME,USA300HOU_RS12430
56,0.0406247884507683,USA300HOU_RS12435,NC_010079.1,USA300HOU_2279,2412784,2414739,-,helix-turn-helix transcriptional regulator,Transcription,A0A0H2XHJ0,Op1470,,SCCMec/ACME,USA300HOU_RS12435
57,-0.0339052970445033,USA300HOU_RS13720,NC_010079.1,USA300HOU_2520,2665435,2665533,-,hypothetical protein,No COG annotation,A0A0H2WX74,Op1656,,SCCMec/ACME,USA300HOU_RS13720
58,-0.0568193211282037,blaZ,NC_010063.1,USA300HOU_pUSA300HOUMR0011,7916,8761,-,penicillin-hydrolyzing class A beta-lactamase BlaZ,Defense mechanisms,D2J789,Op1814,,SCCMec/ACME,USA300HOU_RS14765
59,0.0398653794480168,USA300HOU_RS14790,NC_010063.1,USA300HOU_pUSA300HOUMR0016,12507,13181,+,IS6-like element IS257 family transposase,"Replication, recombination and repair",A0A2K0AWW7,Op1818,,SCCMec/ACME,USA300HOU_RS14790
60,0.0816664703124642,USA300HOU_RS14820,NC_010063.1,USA300HOU_pUSA300HOUMR0021,16387,17061,-,IS6 family transposase,"Replication, recombination and repair",D2J799,Op1823,,SCCMec/ACME,USA300HOU_RS14820
61,0.0752733833841556,USA300HOU_RS14855,NC_010063.1,USA300HOU_pUSA300HOUMR0027,20396,21070,-,IS6 family transposase,"Replication, recombination and repair",A0A1B1UY17,Op1825,,SCCMec/ACME,USA300HOU_RS14855
0,0.1846669335777748,USA300HOU_RS05895,NC_010079.1,USA300HOU_1112,1182345,1182479,+,beta-class phenol-soluble modulin,Function unknown,A0A0E1VKC6,Op748,,AgrA,USA300HOU_RS05895
1,0.1497520121408327,USA300HOU_RS05900,NC_010079.1,USA300HOU_1113,1182536,1182670,+,beta-class phenol-soluble modulin,Function unknown,A0A0E0VPU2,Op749,,AgrA,USA300HOU_RS05900
2,0.3456789139083623,USA300HOU_RS10955,NC_010079.1,USA300HOU_2031,2147209,2147343,-,delta-lysin family phenol-soluble modulin,No COG annotation,A0A0H2XH16,Op1315,AgrA,AgrA,USA300HOU_RS10955
3,0.3301295116896661,USA300HOU_RS10960,NC_010079.1,USA300HOU_2032,2147579,2148148,+,accessory gene regulator AgrB,Transcription,A6QIN3,Op1316,"CodY,AgrA",AgrA,USA300HOU_RS10960
4,0.341033209854619,USA300HOU_RS10965,NC_010079.1,USA300HOU_2033,2148145,2148285,+,cyclic lactone autoinducer peptide,No COG annotation,A0A0E0VRG4,Op1316,"CodY,AgrA",AgrA,USA300HOU_RS10965
5,0.3221418586275658,USA300HOU_RS10970,NC_010079.1,USA300HOU_2034,2148358,2149602,+,GHKL domain-containing protein,Signal transduction mechanisms,A0A5A8VJV1,Op1317,"CodY,AgrA",AgrA,USA300HOU_RS10970
6,0.3306646272402941,USA300HOU_RS10975,NC_010079.1,USA300HOU_2035,2149621,2150337,+,response regulator transcription factor,Transcription,A0A0E0VRW5,Op1317,"CodY,AgrA",AgrA,USA300HOU_RS10975
0,0.1316597444065359,USA300HOU_RS10570,NC_010079.1,USA300HOU_1951,2089745,2090500,-,CHAP domain-containing protein,Function unknown,A0A0D1HW52,Op1276,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10570
1,0.1398547516598967,USA300HOU_RS10575,NC_010079.1,USA300HOU_1952,2090512,2090766,-,phage holin,Function unknown,A0A0E1X8Z0,Op1276,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10575
2,0.1454526048141699,USA300HOU_RS10590,NC_010079.1,USA300HOU_1954,2091304,2091600,-,DUF2951 domain-containing protein,Function unknown,A0A068E0A4,Op1279,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10590
3,0.1673048863886153,USA300HOU_RS10595,NC_010079.1,USA300HOU_1955,2091658,2091945,-,hypothetical protein,No COG annotation,A0A0H2XFY0,Op1280,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10595
4,0.1088150639321605,USA300HOU_RS10600,NC_010079.1,USA300HOU_1956,2091992,2092144,-,hypothetical protein,No COG annotation,A0A0E1XB87,Op1281,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10600
5,0.1254370091426903,USA300HOU_RS10605,NC_010079.1,USA300HOU_1957,2092134,2095919,-,hypothetical protein,Function unknown,A0A0H2XIG5,Op1281,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10605
6,0.1536650533828784,USA300HOU_RS10610,NC_010079.1,USA300HOU_1958,2095935,2097419,-,phage tail protein,Function unknown,A0A0H2XK01,Op1281,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10610
7,0.1617214625183768,USA300HOU_RS10615,NC_010079.1,USA300HOU_1959,2097416,2101945,-,phage tail tape measure protein,Cell wall/membrane/envelope biogenesis,A0A2C9TIW5,Op1281,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10615
8,0.1799333593077061,USA300HOU_RS15905,NC_010079.1,USA300HOU_1960,2102002,2102139,-,hypothetical protein,No COG annotation,UPI0001F24A6E,Op1282,,Phi-Sa3-2,USA300HOU_RS15905
9,0.1788537513262074,USA300HOU_RS10625,NC_010079.1,USA300HOU_1961,2102190,2102540,-,hypothetical protein,No COG annotation,A0A0H2XK44,Op1283,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10625
10,0.1769940951454557,USA300HOU_RS15455,NC_010079.1,,2102590,2102829,-,hypothetical protein,No COG annotation,UPI000BA1A05A,Op1284,,Phi-Sa3-2,USA300HOU_RS15455
11,0.1742746488632178,USA300HOU_RS10630,NC_010079.1,USA300HOU_1962,2102856,2103500,-,phage tail protein,Function unknown,A0A1S5ZMR3,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10630
12,0.1835268745555994,USA300HOU_RS10635,NC_010079.1,USA300HOU_1963,2103504,2103908,-,hypothetical protein,No COG annotation,A0A1S6AV09,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10635
13,0.1767300395347115,USA300HOU_RS10640,NC_010079.1,USA300HOU_1964,2103905,2104309,-,hypothetical protein,No COG annotation,A0A0H2XIP1,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10640
14,0.201014168976175,USA300HOU_RS10645,NC_010079.1,USA300HOU_1965,2104306,2104668,-,head-tail adaptor protein,Function unknown,A0A062VRB4,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10645
15,0.1859948188167577,USA300HOU_RS10650,NC_010079.1,USA300HOU_1966,2104652,2104936,-,phage head-tail adapter protein,No COG annotation,A0A0E0VQL3,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10650
16,0.1844050911079255,USA300HOU_RS10655,NC_010079.1,USA300HOU_1967,2104926,2105210,-,hypothetical protein,No COG annotation,A0A0E0VSA1,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10655
17,0.1845217547062992,USA300HOU_RS10660,NC_010079.1,USA300HOU_1968,2105230,2106375,-,phage major capsid protein,Function unknown,A0A0E1VNW8,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10660
18,0.1833139559566305,USA300HOU_RS10665,NC_010079.1,USA300HOU_1969,2106399,2107136,-,Clp protease ClpP,"PostXtranslational modification, protein turnover, and chaperones",A0A0H2XJ36,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10665
19,0.1481819018274809,USA300HOU_RS10670,NC_010079.1,USA300HOU_1970,2107120,2108307,-,phage portal protein,Function unknown,A0A0E0VRQ7,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10670
20,0.1424034989751222,USA300HOU_RS10675,NC_010079.1,USA300HOU_1971,2108323,2109984,-,terminase large subunit,Function unknown,A0A068A6S2,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10675
21,0.1337700160703417,USA300HOU_RS10680,NC_010079.1,USA300HOU_1972,2109981,2110325,-,hypothetical protein,No COG annotation,A0A0E0VSA5,Op1285,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10680
22,0.1492602098157004,USA300HOU_RS10685,NC_010079.1,USA300HOU_1973,2110455,2110754,-,HNH endonuclease,"Replication, recombination and repair",A0A068A8K4,Op1286,Genomic Island 9,Phi-Sa3-2,USA300HOU_RS10685
0,0.3230428799524178,USA300HOU_RS12770,NC_010079.1,USA300HOU_2342,2479184,2479849,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A6QJK1,Op1524,HssR,HssR,USA300HOU_RS12770
1,0.3496831820020192,USA300HOU_RS12775,NC_010079.1,USA300HOU_2343,2479849,2480904,-,ABC transporter permease,Defense mechanisms,A0A0E1VQH2,Op1524,HssR,HssR,USA300HOU_RS12775
0,-0.1109530302113301,USA300HOU_RS15705,NC_010079.1,,349570,349677,+,DUF5080 family protein,No COG annotation,UPI0002E0287A,Op197,,SG_5,USA300HOU_RS15705
1,0.1198092710799469,USA300HOU_RS03220,NC_010079.1,USA300HOU_0611,669101,669208,+,hypothetical protein,No COG annotation,A0A084P1U5,Op406,,SG_5,USA300HOU_RS03220
2,0.103226351203706,USA300HOU_RS05375,NC_010079.1,,1088266,1088400,-,hypothetical protein,No COG annotation,A0A0E0VN11,Op679,WalR,SG_5,USA300HOU_RS05375
3,0.1193082419230682,USA300HOU_RS06610,NC_010079.1,USA300HOU_1244,1340869,1340979,+,hypothetical protein,No COG annotation,A0A0D1JK72,Op824,Genomic Island 4,SG_5,USA300HOU_RS06610
4,-0.1017288400844447,USA300HOU_RS07710,NC_010079.1,USA300HOU_1442,1577530,1577688,-,hypothetical protein,No COG annotation,A0A0D1J3V9,Op952,Genomic Island 6,SG_5,USA300HOU_RS07710
5,0.1243910181361022,USA300HOU_RS11920,NC_010079.1,USA300HOU_2192,2336155,2336280,-,hypothetical protein,No COG annotation,A0A068E6F4,Op1421,,SG_5,USA300HOU_RS11920
6,0.1078279687493964,USA300HOU_RS13065,NC_010079.1,USA300HOU_2397,2537542,2537646,+,putative metal homeostasis protein,No COG annotation,A0A080V9I6,Op1566,WalR,SG_5,USA300HOU_RS13065
7,0.5014276099071321,USA300HOU_RS14240,NC_010079.1,,2765583,2765696,-,hypothetical protein,No COG annotation,A0A5A8VQC7,Op1737,,SG_5,USA300HOU_RS14240
0,-0.0843731384185717,USA300HOU_RS04450,NC_010079.1,USA300HOU_0856,900000,900272,+,winged helix-turn-helix domain-containing protein,No COG annotation,A0A0H2XDW8,Op566,Genomic Island 3,Phi-Sa3-3,USA300HOU_RS04450
1,0.1987494590198827,USA300HOU_RS10535,NC_010079.1,USA300HOU_1944,2085696,2085875,+,hypothetical protein,No COG annotation,A0A068E1D7,Op1270,"WalR,Genomic Island 9",Phi-Sa3-3,USA300HOU_RS10535
2,0.2367726276898742,USA300HOU_RS10545,NC_010079.1,,2086186,2086446,+,hypothetical protein,No COG annotation,A0A0D6DMS8,Op1271,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10545
3,0.2586639515642367,scn,NC_010079.1,USA300HOU_1946,2086499,2086849,-,complement inhibitor SCIN-A,Function unknown,A0A0E0VR92,Op1272,"SaeR,WalR,Genomic Island 9",Phi-Sa3-3,USA300HOU_RS10550
4,0.0771128189506583,USA300HOU_RS10555,NC_010079.1,USA300HOU_1947,2087534,2087983,+,chemotaxis-inhibiting protein CHIPS,No COG annotation,A0A068A6G0,Op1273,"WalR,Genomic Island 9",Phi-Sa3-3,USA300HOU_RS10555
5,0.2460786680791422,USA300HOU_RS15810,NC_010079.1,USA300HOU_1948,2088078,2088419,-,hypothetical protein,Function unknown,UPI0013F4C966,Op1274,,Phi-Sa3-3,USA300HOU_RS15810
6,0.1393431142879649,sak,NC_010079.1,USA300HOU_1949,2089063,2089554,-,staphylokinase,Cell wall/membrane/envelope biogenesis,A0A0E1XJA4,Op1275,"SaeR,Genomic Island 9",Phi-Sa3-3,USA300HOU_RS10565
7,0.2861773983156493,USA300HOU_RS15450,NC_010079.1,USA300HOU_1953,2090978,2091154,-,putative holin-like toxin,No COG annotation,A0A2K4AK90,Op1278,,Phi-Sa3-3,USA300HOU_RS15450
8,0.2771604769629595,USA300HOU_RS10835,NC_010079.1,USA300HOU_2004,2123873,2124586,+,helix-turn-helix transcriptional regulator,Transcription,A0A062W679,Op1295,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10835
9,0.2248859674304293,USA300HOU_RS10840,NC_010079.1,USA300HOU_2005,2124602,2125534,+,ATP-dependent helicase,"Replication, recombination and repair",A0A068DYF6,Op1295,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10840
10,0.2300978781596322,USA300HOU_RS10845,NC_010079.1,USA300HOU_2006,2125540,2125881,+,hypothetical protein,No COG annotation,A0A068A8L4,Op1295,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10845
11,0.2250954769804546,USA300HOU_RS10850,NC_010079.1,USA300HOU_2007,2126085,2126267,+,hypothetical protein,No COG annotation,A0A1S5YPC0,Op1296,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10850
12,0.2187554145562288,USA300HOU_RS10855,NC_010079.1,USA300HOU_2008,2126345,2127058,+,toxin MazF,Signal transduction mechanisms,A0A0H2C987,Op1297,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10855
13,0.1658713356079305,USA300HOU_RS10860,NC_010079.1,USA300HOU_2009,2127249,2128286,+,site-specific integrase,Function unknown,A0A0H2XKD2,Op1298,Genomic Island 9,Phi-Sa3-3,USA300HOU_RS10860
0,0.0907231321737511,USA300HOU_RS02835,NC_010079.1,USA300HOU_0533,584188,584688,+,50S ribosomal protein L10,"Translation, ribosomal structure and biogenesis",A0A0E1VJZ8,Op348,L10_leader,Translation-1,USA300HOU_RS02835
1,0.0845300112974624,rplL,NC_010079.1,USA300HOU_0534,584731,585099,+,50S ribosomal protein L7/L12,"Translation, ribosomal structure and biogenesis",A0A077W1M4,Op349,L10_leader,Translation-1,USA300HOU_RS02840
2,0.0653502193355138,USA300HOU_RS02845,NC_010079.1,USA300HOU_0535,585274,585882,+,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0E1X880,Op350,,Translation-1,USA300HOU_RS02845
3,0.0952082699518167,USA300HOU_RS02860,NC_010079.1,USA300HOU_0538,593545,593799,+,50S ribosomal protein L7ae-like protein,"Translation, ribosomal structure and biogenesis",A0A0D1HDA6,Op353,,Translation-1,USA300HOU_RS02860
4,0.0947998883584166,rpsL,NC_010079.1,USA300HOU_0539,593897,594310,+,30S ribosomal protein S12,"Translation, ribosomal structure and biogenesis",A0A0D1J193,Op354,,Translation-1,USA300HOU_RS02865
5,0.0946811688775827,rpsG,NC_010079.1,USA300HOU_0540,594376,594846,+,30S ribosomal protein S7,"Translation, ribosomal structure and biogenesis",A0A077VHU6,Op355,,Translation-1,USA300HOU_RS02870
6,0.1016681000803598,fusA,NC_010079.1,,594969,597050,+,elongation factor G,"Translation, ribosomal structure and biogenesis",A0A0D1FPD0,Op356,,Translation-1,USA300HOU_RS02875
7,0.1058732966987036,rplQ,NC_010079.1,USA300HOU_2214,2357588,2357956,-,50S ribosomal protein L17,"Translation, ribosomal structure and biogenesis",A0A077UG91,Op1436,,Translation-1,USA300HOU_RS12040
8,0.1102073217091592,USA300HOU_RS12045,NC_010079.1,USA300HOU_2215,2357973,2358917,-,DNA-directed RNA polymerase subunit alpha,Transcription,A0A0D1GTM7,Op1436,,Translation-1,USA300HOU_RS12045
9,0.1131819869841416,rpsK,NC_010079.1,USA300HOU_2216,2358992,2359381,-,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",A0A077UKD6,Op1437,,Translation-1,USA300HOU_RS12050
10,0.1086601834705897,rpsM,NC_010079.1,USA300HOU_2217,2359405,2359770,-,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",A0A0E0VRE0,Op1437,,Translation-1,USA300HOU_RS12055
11,0.0938454908081679,rpmJ,NC_010079.1,USA300HOU_2218,2359793,2359906,-,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",A0A077UGV8,Op1437,,Translation-1,USA300HOU_RS12060
12,0.1136454890457597,infA,NC_010079.1,USA300HOU_2219,2359938,2360156,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",A0A033UV22,Op1437,,Translation-1,USA300HOU_RS12065
13,0.1214061937202563,USA300HOU_RS12070,NC_010079.1,USA300HOU_2220,2360349,2360996,-,adenylate kinase,Nucleotide transport and metabolism,A0A0H2XH09,Op1438,,Translation-1,USA300HOU_RS12070
14,0.1149687548177571,secY,NC_010079.1,USA300HOU_2221,2361013,2362305,-,preprotein translocase subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",A0A0E0VSI1,Op1438,,Translation-1,USA300HOU_RS12075
15,0.1288137960422664,rplO,NC_010079.1,USA300HOU_2222,2362305,2362745,-,50S ribosomal protein L15,"Translation, ribosomal structure and biogenesis",A0A077UGA7,Op1438,,Translation-1,USA300HOU_RS12080
16,0.1394474952239315,rpmD,NC_010079.1,USA300HOU_2223,2362762,2362941,-,50S ribosomal protein L30,"Translation, ribosomal structure and biogenesis",A0A0E0VT64,Op1438,,Translation-1,USA300HOU_RS12085
17,0.1396890447556132,rpsE,NC_010079.1,USA300HOU_2224,2362958,2363458,-,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis",A0A0E0VS64,Op1438,,Translation-1,USA300HOU_RS12090
18,0.14574671424336,rplR,NC_010079.1,USA300HOU_2225,2363479,2363838,-,50S ribosomal protein L18,"Translation, ribosomal structure and biogenesis",A0A0E0VR74,Op1438,,Translation-1,USA300HOU_RS12095
19,0.1468397367842705,rplF,NC_010079.1,USA300HOU_2226,2363869,2364405,-,50S ribosomal protein L6,"Translation, ribosomal structure and biogenesis",A0A0E0VSI5,Op1438,,Translation-1,USA300HOU_RS12100
20,0.1396670160633419,rpsH,NC_010079.1,USA300HOU_2227,2364430,2364828,-,30S ribosomal protein S8,"Translation, ribosomal structure and biogenesis",A0A0D1IEZ8,Op1438,,Translation-1,USA300HOU_RS12105
21,0.1435640899574471,USA300HOU_RS12110,NC_010079.1,USA300HOU_2228,2364860,2365045,-,type Z 30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis",A0A077UGW7,Op1438,,Translation-1,USA300HOU_RS12110
22,0.1386595876743838,rplE,NC_010079.1,USA300HOU_2229,2365068,2365607,-,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",A0A0E0VS70,Op1438,GraS,Translation-1,USA300HOU_RS12115
23,0.1380396923991331,rplX,NC_010079.1,USA300HOU_2230,2365634,2365951,-,50S ribosomal protein L24,"Translation, ribosomal structure and biogenesis",A0A0E0VR75,Op1438,,Translation-1,USA300HOU_RS12120
24,0.1313097585403732,rplN,NC_010079.1,USA300HOU_2231,2365987,2366355,-,50S ribosomal protein L14,"Translation, ribosomal structure and biogenesis",A0A077UUA0,Op1438,,Translation-1,USA300HOU_RS12125
25,0.127189404574939,rpsQ,NC_010079.1,USA300HOU_2232,2366387,2366650,-,30S ribosomal protein S17,"Translation, ribosomal structure and biogenesis",A0A077VLD5,Op1438,,Translation-1,USA300HOU_RS12130
26,0.1335959548709318,rpmC,NC_010079.1,USA300HOU_2233,2366674,2366883,-,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",A0A077W1J5,Op1438,,Translation-1,USA300HOU_RS12135
27,0.1310252188509732,rplP,NC_010079.1,USA300HOU_p1,2366873,2367307,-,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",A0A077V4G0,Op1438,,Translation-1,USA300HOU_RS12140
28,0.1259748553358974,rpsC,NC_010079.1,USA300HOU_p2,2367310,2367963,-,30S ribosomal protein S3,"Translation, ribosomal structure and biogenesis",A0A077UU26,Op1438,,Translation-1,USA300HOU_RS12145
29,0.1137045126122916,rplV,NC_010079.1,USA300HOU_p3,2367987,2368340,-,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis",A0A077UKF9,Op1438,,Translation-1,USA300HOU_RS12150
30,0.1114906343549482,rpsS,NC_010079.1,USA300HOU_2800,2368369,2368647,-,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis",A0A077V0P8,Op1438,,Translation-1,USA300HOU_RS12155
31,0.1061100183202609,rplB,NC_010079.1,USA300HOU_2805,2368714,2369547,-,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",A0A077W1J0,Op1439,,Translation-1,USA300HOU_RS12160
